timestamp_utc	device_sample
2026-08-03T17:38:40Z	card0,100,17,15,N/A,0;;
2026-08-03T17:38:42Z	card0,99,17,2,N/A,0;;
2026-08-03T17:38:43Z	card0,100,17,2,N/A,0;;
2026-08-03T17:38:44Z	card0,99,17,14,N/A,0;;
2026-08-03T17:38:45Z	card0,99,17,3,N/A,0;;
2026-08-03T17:38:46Z	card0,100,17,15,N/A,0;;
2026-08-03T17:38:47Z	card0,99,17,35,N/A,0;;
2026-08-03T17:38:48Z	card0,100,17,16,N/A,0;;
2026-08-03T17:38:49Z	card0,99,17,15,N/A,0;;
2026-08-03T17:38:51Z	card0,100,17,17,N/A,0;;
2026-08-03T17:38:52Z	card0,100,17,46,N/A,0;;
2026-08-03T17:38:53Z	card0,99,17,15,N/A,0;;
2026-08-03T17:38:54Z	card0,99,17,1,N/A,0;;
2026-08-03T17:38:55Z	card0,100,17,15,N/A,0;;
2026-08-03T17:38:56Z	card0,99,17,4,N/A,0;;
2026-08-03T17:38:57Z	card0,100,17,10,N/A,0;;
2026-08-03T17:38:59Z	card0,100,17,15,N/A,0;;
2026-08-03T17:39:00Z	card0,99,17,17,N/A,0;;
2026-08-03T17:39:01Z	card0,100,17,15,N/A,0;;
2026-08-03T17:39:02Z	card0,99,17,16,N/A,0;;
2026-08-03T17:39:03Z	card0,100,17,4,N/A,0;;
2026-08-03T17:39:04Z	card0,100,17,2,N/A,0;;
2026-08-03T17:39:05Z	card0,99,17,68,N/A,0;;
2026-08-03T17:39:06Z	card0,100,17,16,N/A,0;;
2026-08-03T17:39:08Z	card0,99,17,16,N/A,0;;
2026-08-03T17:39:09Z	card0,100,17,87,N/A,0;;
2026-08-03T17:39:10Z	card0,100,17,5,N/A,0;;
2026-08-03T17:39:11Z	card0,99,17,15,N/A,0;;
2026-08-03T17:39:12Z	card0,99,17,2,N/A,0;;
2026-08-03T17:39:13Z	card0,100,17,15,N/A,0;;
2026-08-03T17:39:14Z	card0,99,17,11,N/A,0;;
2026-08-03T17:39:15Z	card0,99,17,15,N/A,0;;
2026-08-03T17:39:17Z	card0,99,17,1,N/A,0;;
2026-08-03T17:39:18Z	card0,99,17,25,N/A,0;;
2026-08-03T17:39:19Z	card0,98,17,25,N/A,0;;
2026-08-03T17:39:20Z	card0,99,17,15,N/A,0;;
2026-08-03T17:39:21Z	card0,99,17,2,N/A,0;;
2026-08-03T17:39:22Z	card0,99,17,5,N/A,0;;
2026-08-03T17:39:23Z	card0,99,17,16,N/A,0;;
2026-08-03T17:39:25Z	card0,99,17,16,N/A,0;;
2026-08-03T17:39:26Z	card0,99,17,2,N/A,0;;
2026-08-03T17:39:27Z	card0,99,17,17,N/A,0;;
2026-08-03T17:39:28Z	card0,100,17,15,N/A,0;;
2026-08-03T17:39:29Z	card0,99,17,15,N/A,0;;
2026-08-03T17:39:30Z	card0,99,17,61,N/A,0;;
2026-08-03T17:39:31Z	card0,100,17,2,N/A,0;;
2026-08-03T17:39:32Z	card0,99,17,16,N/A,0;;
2026-08-03T17:39:34Z	card0,99,17,66,N/A,0;;
2026-08-03T17:39:35Z	card0,99,17,15,N/A,0;;
2026-08-03T17:39:36Z	card0,99,17,16,N/A,0;;
2026-08-03T17:39:37Z	card0,99,17,16,N/A,0;;
2026-08-03T17:39:38Z	card0,99,17,2,N/A,0;;
2026-08-03T17:39:39Z	card0,99,17,16,N/A,0;;
2026-08-03T17:39:40Z	card0,100,17,15,N/A,0;;
2026-08-03T17:39:42Z	card0,100,17,15,N/A,0;;
2026-08-03T17:39:43Z	card0,99,17,1,N/A,0;;
2026-08-03T17:39:44Z	card0,100,17,15,N/A,0;;
2026-08-03T17:39:45Z	card0,99,17,16,N/A,0;;
2026-08-03T17:39:46Z	card0,100,17,1,N/A,0;;
2026-08-03T17:39:47Z	card0,99,17,2,N/A,0;;
2026-08-03T17:39:48Z	card0,99,17,6,N/A,0;;
2026-08-03T17:39:49Z	card0,99,17,22,N/A,0;;
2026-08-03T17:39:51Z	card0,99,17,14,N/A,0;;
2026-08-03T17:39:52Z	card0,99,17,17,N/A,0;;
2026-08-03T17:39:53Z	card0,100,17,17,N/A,0;;
2026-08-03T17:39:54Z	card0,100,17,15,N/A,0;;
2026-08-03T17:39:55Z	card0,99,17,17,N/A,0;;
2026-08-03T17:39:56Z	card0,99,17,2,N/A,0;;
2026-08-03T17:39:57Z	card0,99,17,15,N/A,0;;
2026-08-03T17:39:58Z	card0,100,17,15,N/A,0;;
2026-08-03T17:40:00Z	card0,100,17,2,N/A,0;;
2026-08-03T17:40:01Z	card0,99,17,62,N/A,0;;
2026-08-03T17:40:02Z	card0,100,17,28,N/A,0;;
2026-08-03T17:40:03Z	card0,99,17,16,N/A,0;;
2026-08-03T17:40:04Z	card0,99,17,2,N/A,0;;
2026-08-03T17:40:05Z	card0,100,17,36,N/A,0;;
2026-08-03T17:40:06Z	card0,99,17,7,N/A,0;;
2026-08-03T17:40:08Z	card0,100,17,16,N/A,0;;
2026-08-03T17:40:09Z	card0,99,17,31,N/A,0;;
2026-08-03T17:40:10Z	card0,100,17,5,N/A,0;;
2026-08-03T17:40:11Z	card0,100,17,38,N/A,0;;
2026-08-03T17:40:12Z	card0,100,17,15,N/A,0;;
2026-08-03T17:40:13Z	card0,99,17,13,N/A,0;;
2026-08-03T17:40:14Z	card0,100,17,15,N/A,0;;
2026-08-03T17:40:15Z	card0,99,17,16,N/A,0;;
2026-08-03T17:40:17Z	card0,100,17,16,N/A,0;;
2026-08-03T17:40:18Z	card0,100,17,4,N/A,0;;
2026-08-03T17:40:19Z	card0,99,17,87,N/A,0;;
2026-08-03T17:40:20Z	card0,99,17,16,N/A,0;;
2026-08-03T17:40:21Z	card0,99,17,15,N/A,0;;
2026-08-03T17:40:22Z	card0,99,17,17,N/A,0;;
2026-08-03T17:40:23Z	card0,99,17,12,N/A,0;;
2026-08-03T17:40:25Z	card0,99,17,15,N/A,0;;
2026-08-03T17:40:26Z	card0,99,17,17,N/A,0;;
2026-08-03T17:40:27Z	card0,100,17,15,N/A,0;;
2026-08-03T17:40:28Z	card0,99,17,16,N/A,0;;
2026-08-03T17:40:29Z	card0,99,17,15,N/A,0;;
2026-08-03T17:40:30Z	card0,99,17,2,N/A,0;;
2026-08-03T17:40:31Z	card0,99,17,67,N/A,0;;
2026-08-03T17:40:32Z	card0,99,17,16,N/A,0;;
2026-08-03T17:40:34Z	card0,99,17,16,N/A,0;;
2026-08-03T17:40:35Z	card0,99,17,2,N/A,0;;
2026-08-03T17:40:36Z	card0,99,17,15,N/A,0;;
2026-08-03T17:40:37Z	card0,99,17,71,N/A,0;;
2026-08-03T17:40:38Z	card0,99,17,2,N/A,0;;
2026-08-03T17:40:39Z	card0,100,17,15,N/A,0;;
